line,part_number,part_number_description,images,attributes
EIK,12PSB5,Bulb,"'{""eik/4004258-blb_12psb5_r01_c01.jpg"",""eik/4004258-blb_12psb5_r01_c02.jpg"",""eik/4004258-blb_12psb5_r01_c03.jpg"",""eik/4004258-blb_12psb5_r01_c04.jpg"",""eik/4004258-blb_12psb5_r01_c05.jpg"",""eik/4004258-blb_12psb5_r01_c06.jpg"",""eik/4004258-blb_12psb5_r01_c07.jpg"",""eik/4004258-blb_12psb5_r01_c08.jpg"",""eik/4004258-blb_12psb5_r01_c09.jpg"",""eik/4004258-blb_12psb5_r01_c10.jpg"",""eik/4004258-blb_12psb5_r01_c11.jpg"",""eik/4004258-blb_12psb5_r01_c12.jpg"",""eik/4004258-blb_12psb5_r01_c13.jpg"",""eik/4004258-blb_12psb5_r01_c14.jpg"",""eik/4004258-blb_12psb5_r01_c15.jpg"",""eik/4004258-blb_12psb5_r01_c16.jpg"",""eik/4004258-blb_12psb5_r01_c17.jpg"",""eik/4004258-blb_12psb5_r01_c18.jpg"",""eik/4004258-blb_12psb5_r01_c19.jpg"",""eik/4004258-blb_12psb5_r01_c20.jpg"",""eik/4004258-blb_12psb5_r01_c21.jpg"",""eik/4004258-blb_12psb5_r01_c22.jpg"",""eik/4004258-blb_12psb5_r01_c23.jpg"",""eik/4004258-blb_12psb5_r01_c24.jpg"",""eik/53.jpg""}'","[{""Base Type"" : ""Slide Base 5 (TS5)""}, {""Amperage (A)"" : ""0.17 Amp""}, {""Average Life (hr)"" : ""12000 Hour""}, {""MOL (mm)"" : ""28mm""}, {""MOL (in)"" : ""1-1/8 Inch""}, {""Voltage (V)"" : ""12 Volt""}, {""Bulb Family"" : ""T2""}]"
EIK,1449,Bulb,"'{""eik/1449_p04_fro.jpg"",""eik/4004268-blb_1449_r01_c01.jpg"",""eik/4004268-blb_1449_r01_c02.jpg"",""eik/4004268-blb_1449_r01_c03.jpg"",""eik/4004268-blb_1449_r01_c04.jpg"",""eik/4004268-blb_1449_r01_c05.jpg"",""eik/4004268-blb_1449_r01_c06.jpg"",""eik/4004268-blb_1449_r01_c07.jpg"",""eik/4004268-blb_1449_r01_c08.jpg"",""eik/4004268-blb_1449_r01_c09.jpg"",""eik/4004268-blb_1449_r01_c10.jpg"",""eik/4004268-blb_1449_r01_c11.jpg"",""eik/4004268-blb_1449_r01_c12.jpg"",""eik/4004268-blb_1449_r01_c13.jpg"",""eik/4004268-blb_1449_r01_c14.jpg"",""eik/4004268-blb_1449_r01_c15.jpg"",""eik/4004268-blb_1449_r01_c16.jpg"",""eik/4004268-blb_1449_r01_c17.jpg"",""eik/4004268-blb_1449_r01_c18.jpg"",""eik/4004268-blb_1449_r01_c19.jpg"",""eik/4004268-blb_1449_r01_c20.jpg"",""eik/4004268-blb_1449_r01_c21.jpg"",""eik/4004268-blb_1449_r01_c22.jpg"",""eik/4004268-blb_1449_r01_c23.jpg"",""eik/4004268-blb_1449_r01_c24.jpg""}'","[{""Amperage (A)"" : ""0.2 Amp""}, {""MOL (in)"" : ""15/16 Inch""}, {""Voltage (V)"" : ""14 Volt""}, {""Base Type"" : ""Miniature Screw (E10)""}, {""Light Output (Lumens)"" : ""25 Lumen""}, {""Average Life (hr)"" : ""250 Hour""}, {""Bulb Family"" : ""G3SC""}, {""MOL (mm)"" : ""23mm""}, {""Light Center Length (mm)"" : ""18mm""}, {""Wattage (W)"" : ""2.8 Watt""}, {""Color"" : ""Clear""}]"
EIK,1591,Bulb,"'{""eik/1591_p04_fro.jpg"",""eik/4004285-blb_1591_r01_c01.jpg"",""eik/4004285-blb_1591_r01_c02.jpg"",""eik/4004285-blb_1591_r01_c03.jpg"",""eik/4004285-blb_1591_r01_c04.jpg"",""eik/4004285-blb_1591_r01_c05.jpg"",""eik/4004285-blb_1591_r01_c06.jpg"",""eik/4004285-blb_1591_r01_c07.jpg"",""eik/4004285-blb_1591_r01_c08.jpg"",""eik/4004285-blb_1591_r01_c09.jpg"",""eik/4004285-blb_1591_r01_c10.jpg"",""eik/4004285-blb_1591_r01_c11.jpg"",""eik/4004285-blb_1591_r01_c12.jpg"",""eik/4004285-blb_1591_r01_c13.jpg"",""eik/4004285-blb_1591_r01_c14.jpg"",""eik/4004285-blb_1591_r01_c15.jpg"",""eik/4004285-blb_1591_r01_c16.jpg"",""eik/4004285-blb_1591_r01_c17.jpg"",""eik/4004285-blb_1591_r01_c18.jpg"",""eik/4004285-blb_1591_r01_c19.jpg"",""eik/4004285-blb_1591_r01_c20.jpg"",""eik/4004285-blb_1591_r01_c21.jpg"",""eik/4004285-blb_1591_r01_c22.jpg"",""eik/4004285-blb_1591_r01_c23.jpg"",""eik/4004285-blb_1591_r01_c24.jpg""}'","[{""Base Type"" : ""BA15s""}, {""Wattage (W)"" : ""17.08 Watt""}, {""Bulb Diameter (in)"" : ""1-1/16 Inch""}, {""Overall Length (in)"" : ""2 Inch""}, {""Bulb Family"" : ""S8SC""}, {""Color"" : ""Clear""}, {""Overall Length (mm)"" : ""51mm""}, {""Voltage (V)"" : ""28 Volt""}, {""Bulb Diameter (mm)"" : ""26mm""}, {""Filament Type"" : ""C6""}, {""Amperage (A)"" : ""0.61 Amp""}, {""Light Output (Lumens)"" : ""190 Lumen""}]"
EIK,1662,Bulb; 28 Volt,"'{""eik/1662_p04_fro.jpg"",""eik/4004293-blb_1662_r01_c01.jpg"",""eik/4004293-blb_1662_r01_c02.jpg"",""eik/4004293-blb_1662_r01_c03.jpg"",""eik/4004293-blb_1662_r01_c04.jpg"",""eik/4004293-blb_1662_r01_c05.jpg"",""eik/4004293-blb_1662_r01_c06.jpg"",""eik/4004293-blb_1662_r01_c07.jpg"",""eik/4004293-blb_1662_r01_c08.jpg"",""eik/4004293-blb_1662_r01_c09.jpg"",""eik/4004293-blb_1662_r01_c10.jpg"",""eik/4004293-blb_1662_r01_c11.jpg"",""eik/4004293-blb_1662_r01_c12.jpg"",""eik/4004293-blb_1662_r01_c13.jpg"",""eik/4004293-blb_1662_r01_c14.jpg"",""eik/4004293-blb_1662_r01_c15.jpg"",""eik/4004293-blb_1662_r01_c16.jpg"",""eik/4004293-blb_1662_r01_c17.jpg"",""eik/4004293-blb_1662_r01_c18.jpg"",""eik/4004293-blb_1662_r01_c19.jpg"",""eik/4004293-blb_1662_r01_c20.jpg"",""eik/4004293-blb_1662_r01_c21.jpg"",""eik/4004293-blb_1662_r01_c22.jpg"",""eik/4004293-blb_1662_r01_c23.jpg"",""eik/4004293-blb_1662_r01_c24.jpg""}'","[{""Amperage (A)"" : ""0.93 Amp""}, {""Overall Length (in)"" : ""1-1/16 Inch""}, {""Light Center Length (in)"" : ""1-1/4 Inch""}, {""SAE/DOT Compliant"" : ""Yes""}, {""Bulb Diameter (in)"" : ""2 Inch""}, {""Overall Length (mm)"" : ""26mm""}, {""Color Temperature (Kelvin)"" : ""3125K""}, {""Industry Number"" : ""1662""}, {""Light Output (Lumens)"" : ""400 Lumen""}, {""Bulb Diameter (mm)"" : ""51mm""}, {""Number Of Filaments"" : ""2""}, {""Voltage (V)"" : ""28 Volt""}, {""Color"" : ""Clear""}, {""Bulb Family"" : ""S8DC""}, {""Average Life (hr)"" : ""400 Hour""}, {""Wattage (W)"" : ""26.4 Watt""}, {""Bulb Type"" : ""Incandescent""}, {""Filament Type"" : ""CC6/C2V""}, {""Base Type"" : ""BAY15d""}]"
EIK,1683,Bulb; 28 Volt,"'{""eik/1683_p04_fro.jpg"",""eik/4004299-blb_1683_r01_c01.jpg"",""eik/4004299-blb_1683_r01_c02.jpg"",""eik/4004299-blb_1683_r01_c03.jpg"",""eik/4004299-blb_1683_r01_c04.jpg"",""eik/4004299-blb_1683_r01_c05.jpg"",""eik/4004299-blb_1683_r01_c06.jpg"",""eik/4004299-blb_1683_r01_c07.jpg"",""eik/4004299-blb_1683_r01_c08.jpg"",""eik/4004299-blb_1683_r01_c09.jpg"",""eik/4004299-blb_1683_r01_c10.jpg"",""eik/4004299-blb_1683_r01_c11.jpg"",""eik/4004299-blb_1683_r01_c12.jpg"",""eik/4004299-blb_1683_r01_c13.jpg"",""eik/4004299-blb_1683_r01_c14.jpg"",""eik/4004299-blb_1683_r01_c15.jpg"",""eik/4004299-blb_1683_r01_c16.jpg"",""eik/4004299-blb_1683_r01_c17.jpg"",""eik/4004299-blb_1683_r01_c18.jpg"",""eik/4004299-blb_1683_r01_c19.jpg"",""eik/4004299-blb_1683_r01_c20.jpg"",""eik/4004299-blb_1683_r01_c21.jpg"",""eik/4004299-blb_1683_r01_c22.jpg"",""eik/4004299-blb_1683_r01_c23.jpg"",""eik/4004299-blb_1683_r01_c24.jpg""}'","[{""Color"" : ""Clear""}, {""Bulb Family"" : ""S8, SC""}, {""Bulb Diameter (mm)"" : ""51mm""}, {""Light Output (Lumens)"" : ""400 Lumen""}, {""Overall Length (mm)"" : ""26mm""}, {""Bulb Diameter (in)"" : ""2 Inch""}, {""Amperage (A)"" : ""1.02 Amp""}, {""Overall Length (in)"" : ""1-1/16 Inch""}, {""Base Type"" : ""BAY15d""}, {""Voltage (V)"" : ""28 Volt""}, {""Wattage (W)"" : ""28.56 Watt""}]"
EIK,1819,Bulb; Mini; 10 Pack,"'{""eik/1819_p04_fro.jpg"",""eik/4004346-blb_1819_r01_c01.jpg"",""eik/4004346-blb_1819_r01_c02.jpg"",""eik/4004346-blb_1819_r01_c03.jpg"",""eik/4004346-blb_1819_r01_c04.jpg"",""eik/4004346-blb_1819_r01_c05.jpg"",""eik/4004346-blb_1819_r01_c06.jpg"",""eik/4004346-blb_1819_r01_c07.jpg"",""eik/4004346-blb_1819_r01_c08.jpg"",""eik/4004346-blb_1819_r01_c09.jpg"",""eik/4004346-blb_1819_r01_c10.jpg"",""eik/4004346-blb_1819_r01_c11.jpg"",""eik/4004346-blb_1819_r01_c12.jpg"",""eik/4004346-blb_1819_r01_c13.jpg"",""eik/4004346-blb_1819_r01_c14.jpg"",""eik/4004346-blb_1819_r01_c15.jpg"",""eik/4004346-blb_1819_r01_c16.jpg"",""eik/4004346-blb_1819_r01_c17.jpg"",""eik/4004346-blb_1819_r01_c18.jpg"",""eik/4004346-blb_1819_r01_c19.jpg"",""eik/4004346-blb_1819_r01_c20.jpg"",""eik/4004346-blb_1819_r01_c21.jpg"",""eik/4004346-blb_1819_r01_c22.jpg"",""eik/4004346-blb_1819_r01_c23.jpg"",""eik/4004346-blb_1819_r01_c24.jpg""}'","[{""Color"" : ""Clear""}, {""Light Output (Lumens)"" : ""4.27 Lumen""}, {""Base Type"" : ""BA9s""}, {""Voltage (V)"" : ""28 Volt""}, {""Overall Length (mm)"" : ""30mm""}, {""Amperage (A)"" : ""0.04 Amp""}, {""Wattage (W)"" : ""1.12 Watt""}, {""Overall Length (in)"" : ""1-3/16 Inch""}, {""Bulb Family"" : ""T3""}]"
EIK,1829,Bulb,"'{""eik/1829_p04_fro.jpg"",""eik/4004352-blb_1829_r01_c01.jpg"",""eik/4004352-blb_1829_r01_c02.jpg"",""eik/4004352-blb_1829_r01_c03.jpg"",""eik/4004352-blb_1829_r01_c04.jpg"",""eik/4004352-blb_1829_r01_c05.jpg"",""eik/4004352-blb_1829_r01_c06.jpg"",""eik/4004352-blb_1829_r01_c07.jpg"",""eik/4004352-blb_1829_r01_c08.jpg"",""eik/4004352-blb_1829_r01_c09.jpg"",""eik/4004352-blb_1829_r01_c10.jpg"",""eik/4004352-blb_1829_r01_c11.jpg"",""eik/4004352-blb_1829_r01_c12.jpg"",""eik/4004352-blb_1829_r01_c13.jpg"",""eik/4004352-blb_1829_r01_c14.jpg"",""eik/4004352-blb_1829_r01_c15.jpg"",""eik/4004352-blb_1829_r01_c16.jpg"",""eik/4004352-blb_1829_r01_c17.jpg"",""eik/4004352-blb_1829_r01_c18.jpg"",""eik/4004352-blb_1829_r01_c19.jpg"",""eik/4004352-blb_1829_r01_c20.jpg"",""eik/4004352-blb_1829_r01_c21.jpg"",""eik/4004352-blb_1829_r01_c22.jpg"",""eik/4004352-blb_1829_r01_c23.jpg"",""eik/4004352-blb_1829_r01_c24.jpg""}'","[{""Filament Type"" : ""C2F""}, {""Light Center Length (in)"" : ""5/8 Inch""}, {""Bulb Family"" : ""T3""}, {""Overall Length (in)"" : ""1-3/16 Inch""}, {""Bulb Diameter (in)"" : ""7/16 Inch""}, {""Amperage (A)"" : ""0.07 Amp""}, {""Wattage (W)"" : ""1.96 Watt""}, {""Voltage (V)"" : ""28 Volt""}, {""Color"" : ""Clear""}, {""Light Output (Lumens)"" : ""12.57 Lumen""}, {""Base Type"" : ""BA9s""}]"
EIK,1835,Bulb,"'{""eik/1835_p04_fro.jpg"",""eik/4004354-blb_1835_r01_c01.jpg"",""eik/4004354-blb_1835_r01_c02.jpg"",""eik/4004354-blb_1835_r01_c03.jpg"",""eik/4004354-blb_1835_r01_c04.jpg"",""eik/4004354-blb_1835_r01_c05.jpg"",""eik/4004354-blb_1835_r01_c06.jpg"",""eik/4004354-blb_1835_r01_c07.jpg"",""eik/4004354-blb_1835_r01_c08.jpg"",""eik/4004354-blb_1835_r01_c09.jpg"",""eik/4004354-blb_1835_r01_c10.jpg"",""eik/4004354-blb_1835_r01_c11.jpg"",""eik/4004354-blb_1835_r01_c12.jpg"",""eik/4004354-blb_1835_r01_c13.jpg"",""eik/4004354-blb_1835_r01_c14.jpg"",""eik/4004354-blb_1835_r01_c15.jpg"",""eik/4004354-blb_1835_r01_c16.jpg"",""eik/4004354-blb_1835_r01_c17.jpg"",""eik/4004354-blb_1835_r01_c18.jpg"",""eik/4004354-blb_1835_r01_c19.jpg"",""eik/4004354-blb_1835_r01_c20.jpg"",""eik/4004354-blb_1835_r01_c21.jpg"",""eik/4004354-blb_1835_r01_c22.jpg"",""eik/4004354-blb_1835_r01_c23.jpg"",""eik/4004354-blb_1835_r01_c24.jpg""}'","[{""Average Life (hr)"" : ""5000 Hour""}, {""Filament Type"" : ""C2F""}, {""Voltage (V)"" : ""55 Volt""}, {""Amperage (A)"" : ""0.05 Amp""}, {""Overall Length (mm)"" : ""11mm""}, {""Color"" : ""Clear""}, {""Bulb Diameter (mm)"" : ""30mm""}, {""Light Output (Lumens)"" : ""14 Lumen""}, {""Base Type"" : ""BA9s""}, {""Bulb Diameter (in)"" : ""1-3/16 Inch""}, {""Wattage (W)"" : ""2.75 Watt""}, {""Bulb Family"" : ""T3""}, {""Overall Length (in)"" : ""7/16 Inch""}]"
EIK,1850,Bulb; Mini,"'{""eik/1850_p04_fro.jpg""}'","[{""Street Legal"" : ""Yes""}, {""SAE/DOT Compliant"" : ""Yes""}, {""Industry Number"" : ""1850""}, {""Bulb Diameter (mm)"" : ""11mm""}, {""Bulb Type"" : ""Incandescent""}, {""Number Of Filaments"" : ""1""}, {""Bulb Diameter (in)"" : ""7/16 Inch""}, {""Voltage (V)"" : ""5 Volt""}, {""Bulb Family"" : ""T3""}, {""Average Life (hr)"" : ""1500 Hour""}, {""Filament Type"" : ""C2R""}, {""Base Type"" : ""BA9s""}, {""Wattage (W)"" : ""0.45 Watt""}, {""Package Quantity"" : ""10""}, {""Overall Length (mm)"" : ""31mm""}, {""Color"" : ""Clear""}, {""Color Temperature (Kelvin)"" : ""3125K""}, {""Light Output (Lumens)"" : ""0.25 Lumen""}, {""Amperage (A)"" : ""0.09 Amp""}, {""Overall Length (in)"" : ""1-1/4 Inch""}]"
EIK,1855,Bulb; T4-1/2 Bayonet; Mini; 6.3 Volt; 0.8 Amp,"'{""eik/84.jpg""}'","[{""Industry Number"" : ""T4""}, {""Base Type"" : ""Miniature Bayonet (BA9s)""}, {""Voltage (V)"" : ""6.3 Volt""}, {""Amperage (A)"" : ""0.8 Amp""}]"
EIK,1895B,Bulb,"'{""eik/1895b_p04_fro.jpg"",""eik/4004382-blb_1895b_r01_c01.jpg"",""eik/4004382-blb_1895b_r01_c02.jpg"",""eik/4004382-blb_1895b_r01_c03.jpg"",""eik/4004382-blb_1895b_r01_c04.jpg"",""eik/4004382-blb_1895b_r01_c05.jpg"",""eik/4004382-blb_1895b_r01_c06.jpg"",""eik/4004382-blb_1895b_r01_c07.jpg"",""eik/4004382-blb_1895b_r01_c08.jpg"",""eik/4004382-blb_1895b_r01_c09.jpg"",""eik/4004382-blb_1895b_r01_c10.jpg"",""eik/4004382-blb_1895b_r01_c11.jpg"",""eik/4004382-blb_1895b_r01_c12.jpg"",""eik/4004382-blb_1895b_r01_c13.jpg"",""eik/4004382-blb_1895b_r01_c14.jpg"",""eik/4004382-blb_1895b_r01_c15.jpg"",""eik/4004382-blb_1895b_r01_c16.jpg"",""eik/4004382-blb_1895b_r01_c17.jpg"",""eik/4004382-blb_1895b_r01_c18.jpg"",""eik/4004382-blb_1895b_r01_c19.jpg"",""eik/4004382-blb_1895b_r01_c20.jpg"",""eik/4004382-blb_1895b_r01_c21.jpg"",""eik/4004382-blb_1895b_r01_c22.jpg"",""eik/4004382-blb_1895b_r01_c23.jpg"",""eik/4004382-blb_1895b_r01_c24.jpg""}'","[{""Overall Length (in)"" : ""1-1/16 Inch""}, {""Amperage (A)"" : ""0.27 Amp""}, {""Base Type"" : ""BA9s""}, {""Bulb Family"" : ""G4""}, {""Voltage (V)"" : ""14 Volt""}, {""Bulb Diameter (in)"" : ""9/16 Inch""}, {""Light Output (Lumens)"" : ""18.75 Lumen""}, {""Wattage (W)"" : ""3.78 Watt""}, {""Color"" : ""Blue""}]"
EIK,1895G,Bulb; Mini,"'{""eik/1895g_p04_fro.jpg""}'","[{""Light Output (Lumens)"" : ""18.75 Lumen""}, {""Amperage (A)"" : ""0.27 Amp""}, {""Wattage (W)"" : ""3.78 Watt""}, {""Overall Length (in)"" : ""1-1/16 Inch""}, {""Color"" : ""Green""}, {""Voltage (V)"" : ""14 Volt""}, {""Bulb Diameter (in)"" : ""9/16 Inch""}, {""Base Type"" : ""BA9s""}, {""Bulb Family"" : ""G4""}]"
EIK,1895R,Bulb,"'{""eik/1895r_p04_fro.jpg"",""eik/4004385-blb_1895r_r01_c01.jpg"",""eik/4004385-blb_1895r_r01_c02.jpg"",""eik/4004385-blb_1895r_r01_c03.jpg"",""eik/4004385-blb_1895r_r01_c04.jpg"",""eik/4004385-blb_1895r_r01_c05.jpg"",""eik/4004385-blb_1895r_r01_c06.jpg"",""eik/4004385-blb_1895r_r01_c07.jpg"",""eik/4004385-blb_1895r_r01_c08.jpg"",""eik/4004385-blb_1895r_r01_c09.jpg"",""eik/4004385-blb_1895r_r01_c10.jpg"",""eik/4004385-blb_1895r_r01_c11.jpg"",""eik/4004385-blb_1895r_r01_c12.jpg"",""eik/4004385-blb_1895r_r01_c13.jpg"",""eik/4004385-blb_1895r_r01_c14.jpg"",""eik/4004385-blb_1895r_r01_c15.jpg"",""eik/4004385-blb_1895r_r01_c16.jpg"",""eik/4004385-blb_1895r_r01_c17.jpg"",""eik/4004385-blb_1895r_r01_c18.jpg"",""eik/4004385-blb_1895r_r01_c19.jpg"",""eik/4004385-blb_1895r_r01_c20.jpg"",""eik/4004385-blb_1895r_r01_c21.jpg"",""eik/4004385-blb_1895r_r01_c22.jpg"",""eik/4004385-blb_1895r_r01_c23.jpg"",""eik/4004385-blb_1895r_r01_c24.jpg""}'","[{""Wattage (W)"" : ""3.78 Watt""}, {""Light Output (Lumens)"" : ""18.75 Lumen""}, {""Overall Length (in)"" : ""1-1/16 Inch""}, {""Bulb Family"" : ""G4""}, {""Base Type"" : ""BA9s""}, {""Amperage (A)"" : ""0.27 Amp""}, {""Color"" : ""Red""}, {""Voltage (V)"" : ""14 Volt""}, {""Bulb Diameter (in)"" : ""9/16 Inch""}]"
EIK,2112BBP,Bulb,"'{""eik/211-2b-bp_p04_fro.jpg"",""eik/4004539-blb_211-2b-bp_r01_c01.jpg"",""eik/4004539-blb_211-2b-bp_r01_c02.jpg"",""eik/4004539-blb_211-2b-bp_r01_c03.jpg"",""eik/4004539-blb_211-2b-bp_r01_c04.jpg"",""eik/4004539-blb_211-2b-bp_r01_c05.jpg"",""eik/4004539-blb_211-2b-bp_r01_c06.jpg"",""eik/4004539-blb_211-2b-bp_r01_c07.jpg"",""eik/4004539-blb_211-2b-bp_r01_c08.jpg"",""eik/4004539-blb_211-2b-bp_r01_c09.jpg"",""eik/4004539-blb_211-2b-bp_r01_c10.jpg"",""eik/4004539-blb_211-2b-bp_r01_c11.jpg"",""eik/4004539-blb_211-2b-bp_r01_c12.jpg"",""eik/4004539-blb_211-2b-bp_r01_c13.jpg"",""eik/4004539-blb_211-2b-bp_r01_c14.jpg"",""eik/4004539-blb_211-2b-bp_r01_c15.jpg"",""eik/4004539-blb_211-2b-bp_r01_c16.jpg"",""eik/4004539-blb_211-2b-bp_r01_c17.jpg"",""eik/4004539-blb_211-2b-bp_r01_c18.jpg"",""eik/4004539-blb_211-2b-bp_r01_c19.jpg"",""eik/4004539-blb_211-2b-bp_r01_c20.jpg"",""eik/4004539-blb_211-2b-bp_r01_c21.jpg"",""eik/4004539-blb_211-2b-bp_r01_c22.jpg"",""eik/4004539-blb_211-2b-bp_r01_c23.jpg"",""eik/4004539-blb_211-2b-bp_r01_c24.jpg""}'","[{""Bulb Family"" : ""T3""}, {""Overall Length (in)"" : ""1-3/4 Inch""}, {""Bulb Diameter (in)"" : ""7/16 Inch""}, {""Number Of Filaments"" : ""1""}, {""Bulb Type"" : ""Incandescent""}, {""Base Type"" : ""Double End Cap""}, {""Wattage (W)"" : ""12.42 Watt""}, {""SAE/DOT Compliant"" : ""Yes""}, {""Color Temperature (Kelvin)"" : ""8000K""}, {""Light Output (Lumens)"" : ""150 Lumen""}, {""Industry Number"" : ""211-2B""}, {""Amperage (A)"" : ""0.37 Amp""}, {""Voltage (V)"" : ""12.8 Volt""}, {""Overall Length (mm)"" : ""44mm""}, {""Color"" : ""Blue""}, {""Bulb Diameter (mm)"" : ""10mm""}]"
EIK,2112F,Bulb; 28 Volt,"'{""eik/211-2-f_p04_fro.jpg""}'","[{""Filament Type"" : ""C8""}, {""SAE/DOT Compliant"" : ""Yes""}, {""Wattage (W)"" : ""12.42 Watt""}, {""Voltage (V)"" : ""12.8 Volt""}, {""Bulb Diameter (in)"" : ""3/8 Inch""}, {""Light Output (Lumens)"" : ""150 Lumen""}, {""Average Life (hr)"" : ""1000 Hour""}, {""Bulb Diameter (mm)"" : ""11mm""}, {""Overall Length (in)"" : ""1-3/4 Inch""}, {""Bulb Family"" : ""T3""}, {""Color"" : ""Clear""}, {""Amperage (A)"" : ""0.97 Amp""}, {""Base Type"" : ""SV8.5mm""}, {""Bulb Type"" : ""Incandescent""}, {""Number Of Filaments"" : ""1""}, {""Overall Length (mm)"" : ""44mm""}, {""Color Temperature (Kelvin)"" : ""3125K""}, {""Industry Number"" : ""211-2/F""}]"
EIK,2112FBP,Bulb; 28 Volt,"'{""eik/211-2-f_p04_fro.jpg""}'","[{""Bulb Family"" : ""T3""}, {""Color"" : ""Clear""}, {""Amperage (A)"" : ""0.97 Amp""}, {""Bulb Diameter (in)"" : ""7/16 Inch""}, {""Number Of Filaments"" : ""1""}, {""Bulb Type"" : ""Incandescent""}, {""Base Type"" : ""SV8.5mm""}, {""Bulb Diameter (mm)"" : ""11mm""}, {""Wattage (W)"" : ""12.42 Watt""}, {""Overall Length (mm)"" : ""44mm""}, {""Voltage (V)"" : ""12.8 Volt""}, {""Light Output (Lumens)"" : ""150 Lumen""}, {""Average Life (hr)"" : ""1000 Hour""}, {""Filament Type"" : ""C8""}, {""SAE/DOT Compliant"" : ""Yes""}, {""Industry Number"" : ""211-2/F""}, {""Color Temperature (Kelvin)"" : ""3125K""}, {""Overall Length (in)"" : ""1-3/4 Inch""}]"
EIK,2112RBP,Bulb,"'{""eik/211-2r-bp_p04_fro.jpg"",""eik/4004544-blb_211-2r-bp_r01_c01.jpg"",""eik/4004544-blb_211-2r-bp_r01_c02.jpg"",""eik/4004544-blb_211-2r-bp_r01_c03.jpg"",""eik/4004544-blb_211-2r-bp_r01_c04.jpg"",""eik/4004544-blb_211-2r-bp_r01_c05.jpg"",""eik/4004544-blb_211-2r-bp_r01_c06.jpg"",""eik/4004544-blb_211-2r-bp_r01_c07.jpg"",""eik/4004544-blb_211-2r-bp_r01_c08.jpg"",""eik/4004544-blb_211-2r-bp_r01_c09.jpg"",""eik/4004544-blb_211-2r-bp_r01_c10.jpg"",""eik/4004544-blb_211-2r-bp_r01_c11.jpg"",""eik/4004544-blb_211-2r-bp_r01_c12.jpg"",""eik/4004544-blb_211-2r-bp_r01_c13.jpg"",""eik/4004544-blb_211-2r-bp_r01_c14.jpg"",""eik/4004544-blb_211-2r-bp_r01_c15.jpg"",""eik/4004544-blb_211-2r-bp_r01_c16.jpg"",""eik/4004544-blb_211-2r-bp_r01_c17.jpg"",""eik/4004544-blb_211-2r-bp_r01_c18.jpg"",""eik/4004544-blb_211-2r-bp_r01_c19.jpg"",""eik/4004544-blb_211-2r-bp_r01_c20.jpg"",""eik/4004544-blb_211-2r-bp_r01_c21.jpg"",""eik/4004544-blb_211-2r-bp_r01_c22.jpg"",""eik/4004544-blb_211-2r-bp_r01_c23.jpg"",""eik/4004544-blb_211-2r-bp_r01_c24.jpg""}'","[{""Overall Length (in)"" : ""1-3/4 Inch""}, {""Color"" : ""Red""}, {""Wattage (W)"" : ""12.42 Watt""}, {""SAE/DOT Compliant"" : ""Yes""}, {""Bulb Diameter (mm)"" : ""10mm""}, {""Color Temperature (Kelvin)"" : ""1000K""}, {""Bulb Family"" : ""T3""}, {""Bulb Diameter (in)"" : ""7/16 Inch""}, {""Number Of Filaments"" : ""1""}, {""Bulb Type"" : ""Incandescent""}, {""Base Type"" : ""Double End Cap""}, {""Industry Number"" : ""211-2R""}, {""Light Output (Lumens)"" : ""150 Lumen""}, {""Amperage (A)"" : ""0.37 Amp""}, {""Voltage (V)"" : ""12.8 Volt""}, {""Overall Length (mm)"" : ""44mm""}]"
